,acc_x_left,acc_y_left,acc_z_left,gyr_x_left,gyr_y_left,gyr_z_left,acc_x_right,acc_y_right,acc_z_right,gyr_x_right,gyr_y_right,gyr_z_right,left_phase
8981,19.8317137088,13.1605243,-4.8717868136,291.0,-66.25,-266.5625,9.523433948,1.962114532,-8.9587278144,-37.875,2.875,-173.5625,2
8982,20.7984140392,13.696516562399998,-5.5609197224,291.0,-66.25,-266.5625,9.6957171752,1.4165509792,-8.394021680799998,-61.8125,4.0,-178.375,2
8983,20.7984140392,13.332807527199998,-5.8480584344,281.625,-73.4375,-255.875,10.4135639552,0.6029912951999999,-7.637889739199999,-86.0625,2.375,-181.625,2
8984,21.8129708216,13.332807527199998,-5.8480584344,263.9375,-78.0,-244.375,10.4135639552,-0.0287138711999999,-6.824330055199999,-106.1875,1.5625,-182.25,2
8985,22.25325018,13.447663012,-5.809773272799999,237.8125,-81.8125,-235.625,11.2654088008,-0.0287138711999999,-6.824330055199999,-106.1875,1.5625,-182.25,2
8986,22.9806682504,12.8542430072,-5.6566326264,237.8125,-81.8125,-235.625,12.6436746184,-0.0861416136,-6.269195212,-119.1875,1.0,-180.625,2
8987,22.6648156672,10.9974126696,-5.3790652048,212.375,-83.9375,-229.6875,14.4813623752,-0.1914258079999999,-5.8289158536,-122.875,2.1875,-175.625,3
8988,22.6648156672,10.9974126696,-5.3790652048,196.75,-88.9375,-220.8125,16.0510540008,-0.9475577496,-5.4173503664,-124.5625,3.0,-166.125,3
8989,21.3822627536,9.5521478192,-5.02492746,193.375,-95.5,-210.9375,16.0510540008,-0.9475577496,-5.4173503664,-125.0625,4.1875,-151.625,3
8990,21.0855527512,9.0544407184,-4.8430729424,199.25,-105.5625,-201.8125,16.27119368,-2.0769700168,-5.082355202399999,-125.0625,4.1875,-151.625,3
8991,20.4155624232,9.2745803976,-4.5750768112,199.25,-105.5625,-201.8125,15.6586310944,-2.7565316352,-4.642075844,-125.9375,4.9375,-136.375,3
8992,20.4442762944,10.2987084704,-4.335794551199999,209.5625,-117.75,-193.6875,14.7972149584,-3.2638100264,-4.307080679999999,-126.375,3.75,-124.375,3
8993,20.4442762944,10.2987084704,-4.335794551199999,217.5625,-128.875,-183.125,13.8113720472,-3.732803256,-3.8380874504,-129.25,2.875,-117.0,3
8994,20.2241366152,11.9258278384,-3.8093735792,216.375,-137.0,-171.25,13.8113720472,-3.732803256,-3.8380874504,-129.25,2.75,-113.9375,3
8995,20.1188524208,13.380663979199998,-2.9001009911999995,203.5,-142.3125,-157.75,12.949955911199998,-4.0295132584,-3.6945180944,-131.375,2.75,-113.9375,3
8996,19.6307166104,14.5675039888,-1.8472590472,203.5,-142.3125,-157.75,12.4618201008,-4.1922251952,-3.5988051904,-132.25,3.6875,-112.3125,3
8997,19.6307166104,14.5675039888,-1.8472590472,182.1875,-146.75,-145.375,12.394821068,-4.651647134399999,-3.9146577736,-128.625,6.125,-111.25,3
8998,19.334006608,15.4193488344,-0.8422735551999999,158.5,-151.3125,-134.125,12.394821068,-4.651647134399999,-3.9146577736,-120.9375,6.75,-110.5,3
8999,18.999011444,16.165909485599997,0.4211367775999999,135.0625,-157.0,-122.4375,12.6149607472,-5.168496815999999,-4.4697926168,-120.9375,6.75,-110.5,3
9000,18.616159828,16.453048197599998,1.7611174335999995,135.0625,-157.0,-122.4375,12.8542430072,-5.3407800432,-4.9866422984,-111.25,8.25,-110.375,3
9001,17.994025952,16.3573352936,2.7852455064,111.8125,-165.3125,-110.6875,13.2466659136,-5.197210687199999,-5.4939206896,-102.0,10.8125,-110.1875,3
9002,17.994025952,16.3573352936,2.7852455064,90.625,-175.5,-100.875,13.7060878528,-4.9483571368,-5.809773272799999,-100.25,14.0,-111.8125,3
9003,17.4293198184,16.2520510992,3.5509487384,67.5,-188.5,-91.0625,13.7060878528,-4.9483571368,-5.809773272799999,-105.9375,17.5625,-114.3125,3
9004,16.941184007999997,15.706487546399998,3.876372612,48.5,-204.8125,-80.0,14.3377930192,-4.8909293944,-5.991627790399999,-105.9375,17.5625,-114.3125,3
9005,16.5296185208,15.1130675416,3.8955151928,48.5,-204.8125,-80.0,14.883356572,-5.4173503664,-6.1064832752,-123.4375,21.0,-116.75,3
9006,16.5296185208,15.1130675416,3.8955151928,31.6875,-220.75,-69.875,15.3810636728,-5.8672010152,-6.1447684368,-147.125,24.625,-119.8125,3
9007,16.3860491648,15.132210122399998,3.9338003544,17.6875,-234.875,-60.125,15.3810636728,-5.8672010152,-6.1447684368,-173.0625,28.375,-123.875,3
9008,16.041482710399997,14.452648504,3.9338003544,0.8125,-244.5625,-52.0,15.4959191576,-6.125625855999999,-6.0969119848,-196.875,33.3125,-128.375,3
9009,16.012768839199996,14.1846523728,4.0582271296,0.8125,-244.5625,-45.9375,15.361921091999998,-6.3744794064,-5.9820565,-196.875,33.3125,-128.375,3
9010,15.8117717408,13.7060878528,4.1922251952,-20.375,-248.1875,-45.9375,15.218351735999995,-6.4893348912,-5.8289158536,-211.9375,40.375,-131.0625,3
9011,15.8117717408,13.7060878528,4.1922251952,-40.4375,-245.75,-39.3125,15.0843536704,-6.0203416616,-5.838487143999999,-220.25,46.0,-135.25,3
9012,15.1609239936,12.9786697824,4.240081647199999,-64.375,-238.5,-33.875,15.0843536704,-6.0203416616,-5.838487143999999,-219.125,51.1875,-139.375,3
9013,15.3810636728,12.8446717168,4.498506488,-96.125,-227.8125,-29.5,14.5866465696,-5.934200047999999,-6.049055532799999,-219.125,51.1875,-139.375,3
9014,15.505490447999998,12.7202449416,4.6133619728,-96.125,-227.8125,-29.5,13.9932265648,-6.1926248888,-6.3074803736,-214.375,57.625,-142.5,3
9015,15.505490447999998,12.7202449416,4.6133619728,-123.9375,-215.9375,-24.875,13.6773739816,-5.972485209599999,-6.441478439199999,-206.3125,62.0,-146.0,3
9016,15.0843536704,12.011969452,4.5367916496,-147.125,-205.375,-19.875,13.6773739816,-5.972485209599999,-6.441478439199999,-193.25,64.8125,-150.5,3
9017,14.883356572,11.341979124,4.2496529376,-172.6875,-194.125,-17.5625,13.428520431199995,-5.8672010152,-6.6233329568,-183.875,65.6875,-154.375,3
9018,14.854642700799998,10.7294165384,4.0295132584,-192.875,-184.0,-15.375,13.5146620448,-5.9150574672,-6.690331989599999,-183.875,65.6875,-154.375,3
9019,14.356935599999998,9.7722874984,3.4360932536,-192.875,-184.0,-15.375,13.2179520424,-6.0394842424,-6.786044893599999,-177.0,63.5625,-158.9375,3
9020,14.356935599999998,9.7722874984,3.4360932536,-205.8125,-174.125,-13.0625,13.265808494399998,-6.1160545656,-7.006184572799999,-174.625,61.75,-162.1875,3
9021,14.232508824799998,9.1597249128,2.7182464736,-214.875,-163.1875,-10.75,13.265808494399998,-6.1160545656,-7.006184572799999,-173.0625,60.75,-164.1875,4
9022,14.1272246304,8.4323068424,2.0673987264,-222.6875,-150.75,-6.8125,13.7539443048,-6.8339013456,-6.8530439264,-174.375,59.4375,-165.3125,4
9023,13.5625184968,7.7240313528,1.5888342063999998,-222.6875,-150.75,-6.8125,13.974083984,-7.274180703999999,-6.8147587648,-174.375,59.4375,-165.3125,4
9024,13.5625184968,7.7240313528,1.5888342063999998,-233.0,-140.0,-0.8125,14.213366244,-7.599604577599999,-6.843472636,-173.875,58.875,-166.5625,4
9025,13.1318104288,6.7764736032,1.0624132344,-247.6875,-130.375,5.5,14.213366244,-7.599604577599999,-6.642475537599999,-175.5,59.1875,-166.9375,4
9026,12.4713913912,6.1351971464,0.5647061335999999,-265.1875,-121.4375,12.75,14.155938501599998,-8.0494552264,-6.642475537599999,-177.9375,61.1875,-166.6875,4
9027,11.7344020304,5.197210687199999,0.1052841943999999,-279.4375,-112.625,21.0,13.935798822399995,-8.2504523248,-6.269195212,-177.9375,61.1875,-165.3125,4
